Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureNumRules,measureTreeSize,measureNumLeaves,measureOutOfBagError
breast-cancer,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01906042331E7,257.0,29.0,15.0,14.0,0.0,51.724137931034484,48.275862068965516,0.0,-0.004950495049504889,0.483890291370478,0.6598614912776115,114.36437943623864,142.57450795823573,25.93046867268204,99.24974885203115,-73.31928017934911,0.8941540921614496,3.4224051328286604,-2.5282510406672105,-5.830772698455504,-0.2010611275329484,-22.486183231228175,0.55,11.0,0.5555555555555556,5.0,0.4444444444444444,4.0,0.45,9.0,0.6875,0.55,0.6111111111111112,-0.0051681139412170195,0.4444444444444444,0.7027188923805647,0.5172413793103449,0.5227969348659004,0.4772030651340996,0.4827586206896552,0.5696286472148542,0.5172413793103449,0.5343086032741206,-0.0051681139412170195,0.4444444444444445,0.5860804314243135,0.48737373737373746,0.5172413793103449,2.723,0.001,2.671875,0.0,2671.875,0.0,86234.0,31137.0,6285.0,68.96551724137932,63.793103448275865,?,?,?,?,?
breast-cancer,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01906042331E7,257.0,29.0,21.0,8.0,0.0,72.41379310344827,27.586206896551722,0.0,0.26582278481012656,0.2984630943629346,0.4775841838213304,70.53984587035885,103.19033754360271,25.93046867268204,36.02532853295115,-10.09485986026911,0.8941540921614496,1.2422527080327983,-0.34809861587134866,6.463025958090932,0.2228629640721011,24.924447142368017,0.9,18.0,0.6666666666666666,6.0,0.3333333333333333,3.0,0.1,2.0,0.75,0.9,0.8181818181818182,0.2857738033247041,0.7166666666666667,0.868021489179098,0.7241379310344828,0.49080459770114937,0.5091954022988505,0.27586206896551724,0.7034482758620689,0.7241379310344828,0.6972682489923869,0.2857738033247041,0.7166666666666667,0.7860054220805425,0.6233766233766234,0.7241379310344828,2.784,0.001,2.71875,0.0,2718.75,0.0,86234.0,31137.0,6285.0,86.20689655172414,68.96551724137932,?,?,?,?,?
breast-cancer,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01906042331E7,257.0,29.0,21.0,8.0,0.0,72.41379310344827,27.586206896551722,0.0,0.3555555555555555,0.3332908555788418,0.523442475575276,78.77116476566026,113.0988160183275,25.93046867268204,52.015470611849956,-26.085001939167917,0.8941540921614496,1.7936369176499984,-0.8994828254885489,4.673981809567003,0.1611717865367932,18.025057196482845,0.8,16.0,0.4444444444444444,4.0,0.5555555555555556,5.0,0.2,4.0,0.8,0.8,0.8000000000000002,0.35555555555555557,0.6833333333333333,0.850565566822693,0.7241379310344828,0.36858237547892725,0.6314176245210728,0.27586206896551724,0.7241379310344828,0.7241379310344828,0.7241379310344829,0.35555555555555557,0.6833333333333335,0.7305768637033755,0.6777777777777778,0.7241379310344828,2.609,0.0,2.609375,0.0,2609.375,0.0,86234.0,31137.0,6285.0,82.75862068965517,67.24137931034483,?,?,?,?,?
breast-cancer,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01906042331E7,257.0,29.0,19.0,10.0,0.0,65.51724137931035,34.48275862068966,0.0,0.14201183431952652,0.36632396748923346,0.5753720370579819,86.57832976122201,124.31909750883938,25.93046867268204,85.24662921273612,-59.316160540054085,0.8941540921614496,2.939538938370211,-2.0453848462087616,2.1990037783534864,0.07582771649494781,8.480385781342067,0.8,16.0,0.6666666666666666,6.0,0.3333333333333333,3.0,0.2,4.0,0.7272727272727273,0.8,0.761904761904762,0.14414999403128945,0.5388888888888889,0.7026282160105688,0.6551724137931034,0.5218390804597701,0.4781609195402299,0.3448275862068966,0.6345723242274967,0.6551724137931034,0.6418308702791462,0.14414999403128945,0.5388888888888889,0.6214936218438624,0.5684523809523809,0.6551724137931034,2.573,0.0,2.5625,0.0,2562.5,0.0,86234.0,31137.0,6285.0,75.86206896551724,62.06896551724138,?,?,?,?,?
breast-cancer,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01906042331E7,257.0,29.0,18.0,11.0,0.0,62.06896551724138,37.93103448275862,0.0,0.02446483180428133,0.3927947303531044,0.5870169947236854,92.83452547772718,126.83519237318366,25.93046867268204,74.61813047709892,-48.68766180441688,0.8941540921614496,2.5730389819689283,-1.6788848898074784,0.0694337797576266,0.0023942682675043656,0.2677690890746439,0.8,16.0,0.7777777777777778,7.0,0.2222222222222222,2.0,0.2,4.0,0.6956521739130435,0.8,0.7441860465116279,0.025379566254229366,0.48333333333333334,0.7237903726322088,0.6206896551724138,0.5984674329501916,0.4015325670498085,0.3793103448275862,0.5832083958020988,0.6206896551724138,0.595990376904571,0.02537956625422937,0.4833333333333333,0.6432270769111018,0.5054263565891473,0.6206896551724138,2.574,0.001,2.578125,0.0,2578.125,0.0,86234.0,31137.0,6285.0,75.86206896551724,65.51724137931035,?,?,?,?,?
breast-cancer,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01906042331E7,257.0,29.0,21.0,8.0,0.0,72.41379310344827,27.586206896551722,0.0,0.2516129032258064,0.2928599563384413,0.4633599179584866,71.27903862793367,103.50643316389997,24.707458963264745,41.959732115843835,-17.25227315257909,0.8519813435608533,1.4468873143394425,-0.5949059707785893,6.250935908685893,0.215549514092617,25.299792738621306,0.8571428571428571,18.0,0.625,5.0,0.375,3.0,0.14285714285714285,3.0,0.782608695652174,0.8571428571428571,0.8181818181818182,0.2561358820277077,0.6785714285714286,0.8377901141560419,0.7241379310344828,0.4919950738916256,0.5080049261083744,0.27586206896551724,0.704647676161919,0.7241379310344828,0.7107030900134348,0.2561358820277077,0.6785714285714286,0.7308147312593868,0.6233766233766234,0.7241379310344828,2.874,0.001,2.65625,0.0,2656.25,0.0,86234.0,31137.0,6285.0,86.20689655172414,74.13793103448276,?,?,?,?,?
breast-cancer,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01906042331E7,258.0,28.0,19.0,9.0,0.0,67.85714285714286,32.142857142857146,0.0,0.24096385542168677,0.2915089709164613,0.4626649115709812,70.36423435914578,102.36407473207805,24.187188209924837,35.34797958879465,-11.160791378869813,0.8638281503544585,1.2624278424569517,-0.39859969210249335,5.888925054232133,0.2103187519368619,24.3472908182676,0.75,15.0,0.5,4.0,0.5,4.0,0.25,5.0,0.7894736842105263,0.75,0.7692307692307692,0.24182541670333724,0.74375,0.8869790449202213,0.6785714285714286,0.42857142857142855,0.5714285714285714,0.32142857142857145,0.6908939014202173,0.6785714285714286,0.6839043309631545,0.2418254167033372,0.74375,0.7749831499100771,0.6199095022624435,0.6785714285714286,2.697,0.001,2.703125,0.0,2703.125,0.0,86234.0,31246.0,6176.0,89.28571428571429,67.85714285714286,?,?,?,?,?
breast-cancer,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01906042331E7,258.0,28.0,19.0,9.0,0.0,67.85714285714286,32.142857142857146,0.0,0.24096385542168677,0.3047956240985036,0.5013150003864122,73.57135754101806,110.9153620265269,24.187188209924837,47.62656549251044,-23.4393772825856,0.8638281503544585,1.7009487675896584,-0.8371206172352,5.062379449870668,0.18079926606680957,20.930003958845447,0.75,15.0,0.5,4.0,0.5,4.0,0.25,5.0,0.7894736842105263,0.75,0.7692307692307692,0.24182541670333724,0.65,0.8041302348191735,0.6785714285714286,0.42857142857142855,0.5714285714285714,0.32142857142857145,0.6908939014202173,0.6785714285714286,0.6839043309631545,0.2418254167033372,0.65,0.742070648696288,0.6199095022624435,0.6785714285714286,2.59,0.006,2.5625,0.0,2562.5,0.0,86234.0,31246.0,6176.0,89.28571428571429,67.85714285714286,?,?,?,?,?
breast-cancer,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01906042331E7,258.0,28.0,14.0,14.0,0.0,50.0,50.0,0.0,-0.06521739130434791,0.47386017457999496,0.6292671294492516,114.38004213999871,139.22462208483492,24.187188209924837,79.09004824257272,-54.90286003264788,0.8638281503544585,2.8246445800918827,-1.9608164297374242,-6.19532623740565,-0.22126165133591608,-25.614082065411367,0.55,11.0,0.625,5.0,0.375,3.0,0.45,9.0,0.6875,0.55,0.6111111111111112,-0.06846531968814576,0.45625,0.7360328908209344,0.5,0.5750000000000001,0.425,0.5,0.5625,0.5,0.5222222222222223,-0.06846531968814576,0.45625,0.6310082527318552,0.4555555555555556,0.5,2.558,0.0,2.5625,0.0,2562.5,0.0,86234.0,31246.0,6176.0,71.42857142857143,66.07142857142857,?,?,?,?,?
breast-cancer,1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01906042331E7,258.0,28.0,18.0,10.0,0.0,64.28571428571429,35.714285714285715,0.0,0.18604651162790717,0.31244792933480653,0.49987855197108266,75.41846570150499,110.59754948172792,24.187188209924837,39.737399758830826,-15.550211548905988,0.8638281503544585,1.4191928485296723,-0.5553646981752138,3.8448406312434877,0.13731573683012457,15.896186848481287,0.7,14.0,0.5,4.0,0.5,4.0,0.3,6.0,0.7777777777777778,0.7,0.7368421052631577,0.18856180831641267,0.8,0.9250843779829848,0.6428571428571429,0.4428571428571429,0.5571428571428572,0.35714285714285715,0.6698412698412699,0.6428571428571429,0.6532999164578112,0.18856180831641267,0.7999999999999999,0.839325171752748,0.5906432748538011,0.6428571428571429,2.558,0.001,2.5625,0.0,2562.5,0.0,86234.0,31246.0,6176.0,89.28571428571429,66.07142857142857,?,?,?,?,?
