Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureNumRules,measureTreeSize,measureNumLeaves,measureOutOfBagError
ecoli,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01905242214E7,302.0,34.0,29.0,5.0,0.0,85.29411764705883,14.705882352941176,0.0,0.7990543735224586,0.04494131389456037,0.1837235505218513,24.530370194130825,60.789777563117404,78.29581312798683,48.43663763977902,29.85917548820781,2.3028180331760835,1.4246069894052653,0.8782110437708179,58.68867783468437,1.7261375833730697,74.95761968618741,1.0,15.0,0.0,0.0,1.0,19.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8529411764705882,0.023789444093049405,0.9762105559069506,0.14705882352941177,NaN,0.8529411764705882,NaN,NaN,0.9609890922133284,0.8719716557951851,NaN,0.8529411764705882,158.064,0.012,146.625,0.015625,146625.0,15.625,2722043.0,41449.0,14381.0,88.23529411764706,15.441176470588236,?,?,?,?,?
ecoli,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01905242216E7,302.0,34.0,28.0,6.0,0.0,82.3529411764706,17.647058823529413,0.0,0.7591499409681227,0.04390450248524996,0.18963334915468158,23.96444620375632,62.74519015617984,78.29581312798683,51.873863301296225,26.421949826690607,2.3028180331760835,1.5257018618028302,0.7771161713732532,54.0473057298331,1.5896266391127383,69.02962440850352,0.8666666666666667,13.0,0.0,0.0,1.0,19.0,0.13333333333333333,2.0,1.0,0.8666666666666667,0.9285714285714286,0.8855094489202158,1.0,1.0,0.8235294117647058,0.03298024190519119,0.9670197580948089,0.17647058823529413,NaN,0.8235294117647058,NaN,NaN,0.9686856521605508,0.8961898395721926,NaN,0.8235294117647058,148.235,0.015,140.984375,0.015625,140984.375,15.625,2722043.0,41449.0,14381.0,91.17647058823529,15.073529411764707,?,?,?,?,?
ecoli,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01905242218E7,302.0,34.0,32.0,2.0,0.0,94.11764705882354,5.882352941176471,0.0,0.9174757281553398,0.02723580146197016,0.13281136683158898,14.943537085328758,44.20279009687385,73.89309252152681,28.415482599800548,45.47760992172626,2.1733262506331417,0.8357494882294279,1.3375767624037136,64.26603687019215,1.8901775550056517,86.97164332575461,1.0,15.0,0.0,0.0,1.0,19.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9411764705882353,0.015250544662309367,0.9847494553376906,0.058823529411764705,0.9542483660130718,0.9411764705882353,0.9301470588235294,0.9299741182411093,0.9811300864431796,0.9336601307189543,0.8958333333333334,0.9411764705882353,143.872,0.012,137.265625,0.015625,137265.625,15.625,2722043.0,41449.0,14381.0,94.11764705882354,15.441176470588236,?,?,?,?,?
ecoli,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.0190524222099997E7,302.0,34.0,29.0,5.0,0.0,85.29411764705883,14.705882352941176,0.0,0.7949336550060312,0.03123084505949867,0.13752700767441295,17.02032610791707,45.424674108191454,74.76231767145028,11.377709821620675,63.3846078498296,2.1988916962191256,0.334638524165314,1.8642531720538118,64.59164595168531,1.8997542926966267,86.39599194281149,1.0,14.0,0.0,0.0,1.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8529411764705882,0.03975436328377505,0.960245636716225,0.14705882352941177,NaN,0.8529411764705882,NaN,NaN,0.9890526930375129,0.9622867328749682,NaN,0.8529411764705882,154.299,0.014,143.765625,0.0,143765.625,0.0,2722043.0,41449.0,14381.0,97.05882352941177,15.808823529411764,?,?,?,?,?
ecoli,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01905242223E7,302.0,34.0,31.0,3.0,0.0,91.17647058823529,8.823529411764707,0.0,0.8799999999999998,0.03482173392655779,0.15089410249527518,18.93813599514547,49.724274917452156,76.62014873087304,27.874557047526906,48.745591683346134,2.2535337862021483,0.8198399131625561,1.4336938730395923,60.50685029120462,1.7796132438589594,78.96989407281615,1.0,14.0,0.0,0.0,1.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9117647058823529,0.014120767670463412,0.9858792323295367,0.08823529411764706,NaN,0.9117647058823529,NaN,NaN,0.9736327229227837,0.9452412783295138,NaN,0.9117647058823529,149.82,0.01,142.96875,0.0,142968.75,0.0,2722043.0,41449.0,14381.0,97.05882352941177,16.91176470588235,?,?,?,?,?
ecoli,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.0190524222599998E7,302.0,34.0,29.0,5.0,0.0,85.29411764705883,14.705882352941176,0.0,0.7903822441430334,0.04264659995806369,0.1845608949386065,23.193764889473243,60.818524562453526,76.62014873087304,72.32779416348731,4.292354567385729,2.2535337862021483,2.1272880636319798,0.1262457225701685,55.3447500727316,1.627786766845047,72.23263200275045,1.0,14.0,0.15,3.0,0.85,17.0,0.0,0.0,0.8235294117647058,1.0,0.9032258064516129,0.8366600265340755,0.9892857142857143,0.9846415489272633,0.8529411764705882,0.07986425339366517,0.9201357466063349,0.14705882352941177,NaN,0.8529411764705882,NaN,NaN,0.938673007182135,0.8884991300076689,NaN,0.8529411764705882,159.811,0.013,149.6875,0.015625,149687.5,15.625,2722043.0,41449.0,14381.0,88.23529411764706,15.808823529411764,?,?,?,?,?
ecoli,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01905242229E7,303.0,33.0,18.0,15.0,0.0,54.54545454545455,45.45454545454545,0.0,0.3956043956043956,0.12522150726090278,0.32822664426279113,68.75208393840549,109.32022212758754,69.49735436585885,137.9182616888908,-68.42090732303194,2.105980435329056,4.179341263299721,-2.073360827970665,23.754948892204045,0.7198469361273953,34.18108373902915,0.9285714285714286,13.0,0.10526315789473684,2.0,0.8947368421052632,17.0,0.07142857142857142,1.0,0.8666666666666667,0.9285714285714286,0.896551724137931,0.8171869346823522,0.9360902255639098,0.8928123580434506,0.5454545454545454,0.07781447754283068,0.9221855224571693,0.45454545454545453,NaN,0.5454545454545454,NaN,NaN,0.9318678331991369,0.8041104567842535,NaN,0.5454545454545454,161.875,0.013,152.015625,0.015625,152015.625,15.625,2722043.0,41550.0,14280.0,66.66666666666667,20.075757575757574,?,?,?,?,?
ecoli,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.0190524223199997E7,303.0,33.0,16.0,17.0,0.0,48.484848484848484,51.515151515151516,0.0,0.3453908984830806,0.12996643241571887,0.32061057733445936,71.35725536351596,106.78359037359381,69.49735436585885,93.58628526900179,-24.088930903142938,2.105980435329056,2.8359480384545996,-0.7299676031255435,25.769374682595277,0.7808901418968266,37.07964845242324,0.42857142857142855,6.0,0.0,0.0,1.0,19.0,0.5714285714285714,8.0,1.0,0.42857142857142855,0.6,0.549169647365276,0.9924812030075187,0.9910714285714286,0.48484848484848486,0.09504552918346021,0.9049544708165398,0.5151515151515151,NaN,0.48484848484848486,NaN,NaN,0.9516352895587133,0.7941394464121736,NaN,0.48484848484848486,162.312,0.015,153.859375,0.015625,153859.375,15.625,2722043.0,41550.0,14280.0,78.78787878787878,20.454545454545453,?,?,?,?,?
ecoli,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01905242234E7,303.0,33.0,25.0,8.0,0.0,75.75757575757575,24.242424242424242,0.0,0.6724565756823822,0.07519855152760826,0.22227129649611072,41.28729353097998,74.0303931148477,69.49735436585885,103.7842556878929,-34.28690132203404,2.105980435329056,3.1449774450876635,-1.0389970097586072,41.74022930044293,1.2648554333467554,60.06017017670555,1.0,14.0,0.05263157894736842,1.0,0.9473684210526315,18.0,0.0,0.0,0.9333333333333333,1.0,0.9655172413793104,0.9403246919632545,0.9736842105263158,0.9571162964020108,0.7575757575757576,0.022328548644338118,0.9776714513556619,0.24242424242424243,NaN,0.7575757575757576,NaN,NaN,0.9531280370001756,0.8763776206958026,NaN,0.7575757575757576,166.014,0.013,157.71875,0.015625,157718.75,15.625,2722043.0,41550.0,14280.0,87.87878787878788,22.348484848484848,?,?,?,?,?
ecoli,1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.0190524223699998E7,303.0,33.0,30.0,3.0,0.0,90.9090909090909,9.090909090909092,0.0,0.8756281407035176,0.025624150751208528,0.1387267067317406,14.023765319805525,46.037959780847686,72.04224391289614,19.65250423265055,52.38973968024559,2.183098300390792,0.5955304312924409,1.5875678690983512,63.502603637542165,1.9243213223497626,88.14634329591543,0.9285714285714286,13.0,0.0,0.0,1.0,19.0,0.07142857142857142,1.0,1.0,0.9285714285714286,0.962962962962963,0.9392246042043708,1.0,1.0,0.9090909090909091,0.022424242424242423,0.9775757575757575,0.09090909090909091,0.9158249158249158,0.9090909090909091,0.9112035386545191,0.8839108276445824,0.9884848484848484,0.9503968253968254,0.9088598402323893,0.9090909090909091,177.141,0.016,168.0625,0.015625,168062.5,15.625,2722043.0,41550.0,14280.0,96.96969696969697,14.772727272727273,?,?,?,?,?
