b83cfa5c488c664f55ca30e7e3baeecc69f5bf40c8ff70a29311b2f8a7d3712b,"$ 240.000,00",2,2,2,25,0,0,0,0,0,0,"$ 187.473,00","$ 188.141,00","$ 178.222,00","$ 156.628,00","$ 128.111,00","$ 121.518,00","$ 9.201,00","$ 6.708,00","$ 3.001,00","$ 2.726,00","$ 3.545,00","$ 2.418,00",0
50bc1388fe73e300778b9e917d93b6e0d56f1c79669449f8cfaafa43c7d7c856,"$ 130.000,00",1,3,1,36,-1,0,0,0,0,0,"$ 31.219,00","$ 32.320,00","$ 32.688,00","$ 32.973,00","$ 33.560,00","$ 34.605,00","$ 2.001,00","$ 1.601,00","$ 1.201,00","$ 1.501,00","$ 2.001,00","$ 1.501,00",0
8fdb5763eb547656634421d625e86d0b693ca8830c8b582397b39e3dbe8dc98c,"$ 40.000,00",1,3,2,27,0,0,0,0,0,0,"$ 29.585,00","$ 25.646,00","$ 24.565,00","$ 25.824,00","$ 26.270,00","$ 26.336,00","$ 3.001,00","$ 2.001,00","$ 2.001,00","$ 2.501,00","$ 3.001,00","$ 2.501,00",0
eab304cd462350a108f04e2b2dc1d5c96822ed83f8bc5619d1e93aa808ccb21b,"$ 310.000,00",2,2,2,27,0,0,0,0,0,-1,"$ 15.025,00","$ 12.129,00","$ 9.776,00","$ 7.348,00","$ 4.027,00","$ 4.852,00","$ 1.201,00","$ 1.165,00","$ 1.070,00","$ 82,00","$ 4.852,00","$ 3.334,00",0
79e417f6e45b2fc62a5ec384fbef6b948e6027fe0cb710eead3a512c0563ec0f,"$ 250.000,00",2,2,1,32,1,-2,-2,-2,-2,-2,$ -,$ -,$ -,$ -,$ -,$ -,$ -,$ -,$ -,$ -,$ -,$ -,0
d5fffe1a22acce6e5474b9290736ddc47e97c8d06416461faf41bafd61456767,"$ 30.000,00",2,1,2,24,-1,-1,-1,-2,-2,-2,"$ 1.909,00","$ 1.279,00",$ -,$ -,$ -,$ -,"$ 1.406,00",$ -,$ -,$ -,$ -,$ -,0
4de8c9a1d75d5faad717d081332056ad567de72300056ab6c431f47b3cc282da,"$ 280.000,00",2,4,2,42,-2,-2,-2,-2,-2,-2,"$ 14.353,00","$ 1.844,00","$ 9.191,00","$ 2.073,00","$ 638,00","$ 239,00","$ 1.860,00","$ 9.191,00","$ 2.073,00","$ 638,00","$ 239,00",$ -,0
7da42664e46dbaadb2c7a815a177d97c870af34cebf39926186e024b60724b3f,"$ 160.000,00",1,2,1,32,0,0,0,0,0,0,"$ 141.347,00","$ 145.484,00","$ 146.411,00","$ 142.859,00","$ 146.008,00","$ 130.722,00","$ 10.001,00","$ 7.001,00","$ 4.001,00","$ 8.072,00","$ 4.001,00","$ 3.284,00",0
4751b1f22663e8ad0f04c7d656fe84e93ef727d0a4ad814cf5014a3e5e6a2453,"$ 150.000,00",2,2,1,34,0,0,0,0,0,0,"$ 132.542,00","$ 136.187,00","$ 139.419,00","$ 140.963,00","$ 137.820,00","$ 137.095,00","$ 7.001,00","$ 7.001,00","$ 5.301,00","$ 5.301,00","$ 10.101,00","$ 5.401,00",0
aa2cf1a6e4461b2b9766c6e909187f34a86e44d93735fc34de2bc60ceb001e48,"$ 260.000,00",1,1,2,33,-2,-2,-2,-2,-2,-2,"$ 5.018,00","$ 22.470,00","$ -28,00","$ -28,00","$ -28,00","$ -28,00","$ 22.582,00",$ -,$ -,$ -,$ -,"$ 5.822,00",0
bd7dad988b9f8ef688f2e5e5ade552fa0d571cc82fa9979eacc346ef894670cf,"$ 230.000,00",1,2,1,28,0,0,0,0,0,0,"$ 38.075,00","$ 43.084,00","$ 47.052,00","$ 65.322,00","$ 83.883,00","$ 72.813,00","$ 6.001,00","$ 5.001,00","$ 20.013,00","$ 23.100,00","$ 10.030,00","$ 30.020,00",0
f5f8a3519a67b9d197e3d3a9e2c572177c4bda3aeb6463bb9c0775af066cdb41,"$ 310.000,00",2,1,2,38,1,3,2,0,0,-1,"$ 10.362,00","$ 9.693,00","$ 3.773,00","$ 1.920,00","$ 317,00","$ 2.361,00",$ -,"$ 4,00",$ -,$ -,"$ 2.361,00",$ -,0
3845cffc4e8eb12d2d2c6314d51fc181c129d61b80d73af1d7fdf2a3ba0a4ad8,"$ 40.000,00",2,2,2,22,2,2,2,2,2,0,"$ 29.413,00","$ 27.560,00","$ 31.091,00","$ 31.248,00","$ 30.494,00","$ 31.149,00",$ -,"$ 4.001,00","$ 1.001,00",$ -,"$ 1.101,00","$ 1.092,00",1
3a4054649abc670a33b39c663f55dbaf7ec0b603eb4c9eae0fd602409bcd8739,"$ 190.000,00",2,2,1,25,0,0,0,0,0,-1,"$ 33.323,00","$ 29.501,00","$ 28.419,00","$ 16.085,00","$ 14.211,00","$ 712,00","$ 1.901,00","$ 1.865,00","$ 601,00","$ 601,00","$ 712,00","$ 2.577,00",0
cf3bbc9dc52905817718f902897bacebdb316df16a0ff18f8a1f95b09cb4c5ac,"$ 170.000,00",2,2,1,34,0,0,0,0,0,0,"$ 5.284,00","$ 5.921,00","$ 7.000,00","$ 8.110,00","$ 8.597,00","$ 9.456,00","$ 1.501,00","$ 1.201,00","$ 2.001,00","$ 1.001,00","$ 1.001,00","$ 501,00",1
07026f823833f59bb3de896a4615f26b2af686022c6258cd26c41292cd48da9f,"$ 40.000,00",2,3,1,48,0,0,0,0,0,2,"$ 14.835,00","$ 15.845,00","$ 18.884,00","$ 17.902,00","$ 19.242,00","$ 18.795,00","$ 1.262,00","$ 3.301,00","$ 1.302,00","$ 1.642,00",$ -,"$ 861,00",1
d39fc58b5ea8491f07f2757fcd3f0ce7ac343b44ade297c566a08f67329f117b,"$ 110.000,00",1,2,2,34,0,0,0,0,0,0,"$ 47.909,00","$ 48.910,00","$ 49.955,00","$ 50.975,00","$ 52.022,00","$ 53.187,00","$ 1.801,00","$ 1.831,00","$ 1.851,00","$ 1.895,00","$ 2.001,00","$ 2.001,00",1
3a7b712cf9cbd15001104bd1f35c2f1249fb0bc217eaf72435e50efbb2869409,"$ 460.000,00",1,1,2,34,-1,-1,-1,-1,-1,-1,"$ 584,00","$ -15,00","$ 2.313,00","$ 193,00","$ 1.631,00","$ 14.100,00",$ -,"$ 2.329,00","$ 193,00","$ 1.639,00","$ 14.170,00","$ 1.123,00",0
8a0eb2602682caa8370036b4e4ee60c8fec87766b19de3ee57998de402269060,"$ 190.000,00",2,2,2,26,-1,-1,-1,0,-1,-1,"$ 391,00","$ 391,00","$ 5.249,00","$ 4.168,00","$ 781,00","$ 468,00","$ 391,00","$ 5.249,00","$ 6,00","$ 781,00","$ 468,00","$ 3.514,00",0
ea68e8e39784d6c7d816e7a0a915873d8a70b695baf9851d75bd6104226fc2a3,"$ 190.000,00",2,2,1,34,0,-1,-1,-1,-1,-2,"$ 13.955,00","$ 5.590,00","$ 4.313,00","$ 2.491,00",$ -,$ -,"$ 5.590,00","$ 4.313,00","$ 2.491,00",$ -,$ -,"$ 151,00",0
